SAL_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
SAL50975,0,10,10,23,0,0,0,6,4,7,0,0,0,6,4,7,0,0,0,36,39,79,0,0,0,36,39,79,0,3,3,5,0,6,6,6,13,6,12,18,0,3,3,101,104,207,6,6,13,107,112,216
SAL50976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20,0,0,0,11,6,20,0,0,0,3,0,3,8,8,15,9,4,17,0,0,0,31,23,51,8,8,15,36,24,62
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,25,0,0,0,10,13,25
SAL50978,0,7,7,16,0,0,0,4,4,15,0,0,0,4,8,14,0,0,0,46,30,76,0,0,0,46,35,80,0,0,0,0,0,3,9,6,14,7,5,16,0,0,0,75,73,152,9,8,12,82,79,163
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,9,12,21
SAL50980,0,10,9,21,0,0,0,5,0,6,0,0,0,7,0,7,4,4,0,50,47,94,0,0,4,49,47,98,0,0,0,10,13,24,23,17,40,34,32,60,4,6,10,184,153,338,27,24,47,215,181,394
SAL50981,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,0,0,0,10,5,13,0,0,0,0,0,3,4,6,9,3,9,7,0,0,0,25,24,55,4,6,9,28,32,63
SAL50982,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,14,0,0,0,7,9,17,0,0,0,4,0,4,3,3,8,3,3,8,0,4,4,33,25,56,3,3,8,35,30,63
SAL50983,0,6,12,16,0,0,0,8,5,11,0,0,0,8,5,11,0,0,0,30,30,62,0,0,0,31,32,62,0,0,0,0,0,0,23,18,42,24,18,45,0,0,3,84,81,164,25,20,44,110,100,213
SAL50984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,9,3,10,0,0,0,0,0,0,4,0,4,6,4,9,0,0,0,15,15,25,4,0,4,17,17,34
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,7,0,7,15,12,25
SAL50987,0,4,7,9,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,32,36,68,0,0,0,33,36,71,0,0,0,11,0,13,32,21,64,49,24,73,5,0,4,114,97,213,39,24,62,152,123,286
SAL50988,0,56,73,124,4,3,6,27,30,55,0,0,0,30,37,63,29,48,75,201,244,450,0,3,3,231,292,526,10,18,20,24,16,41,98,97,190,131,121,251,131,150,278,631,639,1279,103,99,204,870,885,1755
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,7,16,0,0,5,7,10,18
SAL50991,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,54,0,0,0,30,24,61
SAL50992,0,26,30,53,0,0,0,15,12,28,0,0,0,15,12,28,6,8,5,114,113,227,0,0,3,115,121,240,0,0,0,10,15,22,22,9,27,34,15,52,8,13,15,348,350,698,30,11,35,378,368,751
SAL50993,0,11,16,28,0,11,11,11,3,20,0,0,0,11,11,24,6,12,13,60,56,116,0,0,4,69,66,137,4,5,9,6,10,15,56,61,117,68,72,140,22,28,50,151,143,288,60,61,120,229,238,459
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,14,14,30,4,0,3,18,13,36
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,0,0,0,8,9,14
SAL50996,0,21,28,49,0,0,0,11,11,21,0,0,0,11,11,21,10,14,23,104,110,218,0,0,0,111,129,239,0,0,3,16,12,28,31,24,56,43,39,86,35,32,69,407,418,822,31,27,51,474,471,944
SAL50997,0,21,33,47,4,0,8,3,5,9,0,0,0,11,5,17,22,39,64,61,64,127,0,0,4,84,104,191,12,0,12,10,5,17,73,67,138,95,70,165,72,79,151,243,234,470,81,64,148,393,378,774
SAL50998,8,510,730,1245,0,6,7,290,335,619,0,0,0,285,339,625,38,56,95,2708,3139,5852,8,14,19,2752,3210,5968,11,7,23,376,372,750,434,326,755,827,709,1529,182,183,369,10630,10728,21359,468,351,813,11273,11266,22539
SAL50999,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,0,0,0,6,11,15,0,0,0,0,0,0,4,0,5,3,0,7,0,0,0,23,17,37,4,0,5,23,20,42
SAL51000,0,191,240,425,0,3,3,97,100,197,0,0,0,97,109,205,15,19,34,1014,1162,2179,3,3,6,1032,1186,2216,0,0,0,145,175,318,215,176,391,361,348,712,48,51,101,4076,4573,8658,224,185,411,4355,4818,9169
SAL51001,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,0,0,0,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,0,0,0,15,12,34
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,3,80,136,214,3,3,5,64,60,128,3,6,0,66,70,136,16,33,50,392,488,878,9,9,12,413,524,939,3,0,0,51,47,99,143,130,274,199,174,371,58,69,124,1187,1238,2424,161,144,306,1405,1450,2855
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,5,6,9
SAL51006,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,3,0,0,0,4,6,12,0,0,0,0,0,0,22,7,32,22,7,33,37,35,73,5,4,9,22,7,32,68,45,116
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,4,9,12
SAL51008,0,113,140,252,0,0,0,48,54,97,0,4,4,48,52,105,3,0,3,587,689,1275,0,5,3,592,695,1284,0,0,0,83,74,153,88,90,177,166,170,333,4,4,7,2359,2426,4790,93,106,201,2458,2540,4999
SAL51009,0,21,29,53,0,0,0,10,9,20,0,0,0,10,9,20,0,3,3,97,120,216,0,0,0,97,128,222,0,0,0,16,11,25,17,17,29,28,29,56,0,4,7,319,368,688,17,18,29,334,392,728
SAL51010,0,4,3,9,0,0,0,0,0,4,0,0,0,0,0,4,0,0,6,11,13,29,0,0,0,18,16,29,0,0,0,0,0,3,4,0,4,3,0,12,4,3,3,34,39,77,4,0,4,40,41,82
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,5,5,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,3,6,0,0,4,6,3,8
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,18,3,21,6,3,8,16,10,24
SAL51013,0,7,9,18,0,0,4,0,0,5,0,0,0,0,4,6,0,6,4,20,27,44,0,0,0,24,25,49,0,0,0,5,0,5,4,3,9,11,3,10,8,3,14,55,63,124,11,5,14,76,74,154
SAL51014,0,3,11,9,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35,3,4,5,0,0,0,17,23,40,29,16,48,0,0,0,4,4,8,35,22,53,221,234,461,12,16,26,4,4,8,239,257,502
SAL51015,0,131,177,311,0,0,0,69,58,130,0,0,0,69,63,130,4,5,16,811,992,1802,0,5,9,820,1005,1825,3,0,5,119,113,235,111,96,211,238,207,447,29,39,66,3841,4059,7899,119,102,222,3983,4199,8183
SAL51016,0,87,83,174,3,0,3,39,49,85,0,0,0,42,49,88,4,12,15,425,536,960,0,3,3,432,551,982,0,0,0,65,64,124,98,69,167,166,129,291,40,31,66,1560,1562,3116,103,81,185,1703,1668,3373
SAL51017,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,0,0,0,8,5,13,0,0,0,0,0,0,4,4,4,3,4,6,0,0,0,19,12,32,4,4,4,26,17,41
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,4,0,0,3,0,4,9
SAL51019,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,6,3,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,20,0,0,0,7,11,13
SAL51020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,16,0,0,0,14,5,16,0,0,0,0,0,4,40,4,36,39,7,45,3,0,3,68,10,76,40,4,36,105,19,124
SAL51021,0,236,333,575,0,0,0,95,115,215,0,0,0,98,115,210,4,15,22,1317,1651,2969,9,9,8,1333,1676,3004,3,0,6,173,166,343,262,229,494,442,400,837,47,44,91,5195,5521,10722,273,242,516,5516,5812,11328
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,21,9,30,0,0,0,21,9,30
SAL51024,0,11,12,20,4,0,6,0,9,13,0,0,0,3,10,17,17,8,22,43,44,89,0,0,0,57,51,109,0,4,4,4,3,7,158,131,291,170,132,298,29,24,54,122,114,238,158,134,292,309,276,583
SAL51025,0,35,35,67,0,5,5,13,17,32,0,3,3,13,23,39,3,7,7,157,163,316,0,3,3,156,167,328,0,0,4,15,18,35,27,29,48,38,43,87,10,13,19,432,499,933,27,27,55,468,541,1007
SAL51026,0,83,130,215,0,3,4,53,49,94,0,0,0,53,54,104,9,11,24,421,505,924,3,0,3,432,519,952,0,0,0,56,59,120,58,47,105,113,106,227,33,22,58,1409,1421,2826,66,56,115,1500,1501,2997
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,0,137,178,311,0,0,3,51,63,111,0,0,0,51,62,112,6,3,9,818,942,1755,0,0,0,826,946,1769,0,0,0,105,112,219,90,82,173,195,195,392,28,17,52,3468,3757,7227,101,84,187,3597,3859,7456
SAL51031,0,78,94,170,0,0,0,34,50,81,0,0,0,34,52,88,4,10,17,344,363,710,0,5,4,349,379,731,4,4,9,36,37,71,43,34,74,76,79,155,17,27,49,965,970,1933,44,42,88,1028,1039,2067
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,10,7,9,0,0,0,3,0,3,0,0,0,3,0,3,10,0,12,49,11,59,0,0,0,53,14,70,5,0,5,15,0,12,200,47,247,215,51,271,42,8,51,397,94,487,205,49,254,644,152,794
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,0,0,0,15,7,23
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,13,0,0,0,9,11,16
SAL51036,0,73,105,183,4,0,4,34,44,78,0,0,0,37,42,80,21,21,48,388,477,868,0,0,0,414,502,914,0,3,4,52,77,129,113,74,189,170,150,319,87,100,188,1386,1483,2868,120,78,199,1593,1666,3257
SAL51037,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,20,0,0,0,11,10,23,0,0,0,0,0,0,13,0,19,17,0,17,0,0,4,32,23,60,13,0,19,49,29,76
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,0,33,22,52,0,0,0,18,22,38,0,0,0,18,22,38,0,6,4,138,130,267,0,4,4,141,140,277,0,0,0,13,11,26,28,32,56,41,41,86,3,7,14,430,413,849,30,37,64,467,458,921
SAL51041,0,0,0,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,20,20,38,0,0,0,20,20,38,0,0,0,3,3,3,12,10,13,12,11,22,5,0,9,98,97,192,12,10,20,113,111,219
SAL51042,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,11,18,32,4,4,9,0,0,0,20,25,41,31,32,62,4,0,3,6,5,13,43,39,77,159,149,309,26,13,39,10,8,21,196,166,366
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,9,9,18
SAL51044,0,7,11,19,0,0,0,4,3,5,0,0,0,4,4,10,5,4,9,31,39,69,0,0,3,39,44,83,0,0,0,13,5,18,20,16,32,31,21,45,15,8,25,157,125,278,21,13,35,185,149,336
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,4,0,5,4,8,8,9,7,3,6,0,0,4,12,8,23
SAL51047,3,105,144,255,0,0,0,48,40,83,3,0,3,49,40,91,4,4,9,649,747,1399,6,6,18,656,765,1423,0,0,0,112,112,227,98,60,162,212,173,383,5,15,19,2999,2980,5983,112,77,192,3121,3074,6190
SAL51048,0,6,7,11,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,15,26,42,0,3,3,15,27,43,0,0,0,0,0,3,8,3,7,3,5,12,3,0,3,68,62,128,8,7,14,82,69,149
SAL51049,0,14,7,20,3,4,3,4,4,8,0,0,0,9,10,13,10,15,21,36,23,61,0,0,0,45,37,84,5,10,11,4,5,4,48,49,93,55,57,109,42,49,90,99,75,172,49,49,93,185,168,356
SAL51050,0,9,13,24,0,0,0,0,3,6,0,0,0,0,3,6,0,3,8,34,42,77,0,0,0,34,51,84,0,0,0,3,9,6,11,11,20,17,16,37,7,19,23,139,131,273,11,11,20,159,158,318
SAL51051,0,7,11,20,0,0,0,0,8,7,0,0,0,0,8,7,0,0,3,26,40,64,0,0,0,27,41,69,0,0,0,5,5,9,0,4,7,7,5,18,3,4,11,94,97,183,3,7,12,102,106,209
SAL51052,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30,0,0,0,14,16,30,0,0,0,0,0,0,4,3,6,4,3,6,0,0,0,48,46,97,4,3,6,50,53,100
SAL51053,0,3,6,4,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,8,10,18,0,0,0,9,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,29,49,0,0,0,22,33,57
SAL51054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,4,5,7,0,0,0,5,0,3,4,5,7,10,3,14
SAL51055,0,89,129,219,0,0,0,56,82,132,0,0,0,56,79,134,4,13,15,450,572,1028,0,5,5,458,586,1043,0,0,0,61,66,124,62,46,105,114,113,228,26,21,48,1421,1598,3024,66,57,120,1510,1676,3190
SAL51056,0,43,46,83,0,0,0,19,23,40,0,0,0,19,23,40,10,9,18,180,173,353,0,0,0,187,179,371,0,0,0,22,14,41,50,34,81,72,50,123,16,16,38,577,550,1125,50,31,86,645,599,1246
SAL51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,4,8,0,6,6,0,11,11
SAL51058,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,0,0,0,14,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,49,0,0,0,26,22,53
SAL51059,0,5,0,5,0,0,0,0,3,3,0,0,0,0,0,5,0,3,5,15,19,29,0,0,0,18,19,37,0,0,0,6,0,5,10,10,12,9,9,22,4,5,9,66,47,114,11,7,15,81,59,140
SAL51060,0,9,6,16,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,35,37,61,0,0,0,35,37,61,0,0,0,0,0,0,8,8,19,10,8,19,3,0,3,101,77,178,8,8,19,112,83,199
SAL51061,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,6,12,0,0,0,6,6,12,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,17,18,35,0,0,0,17,16,39
SAL51062,0,6,0,9,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,15,14,27,0,0,0,16,14,30,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,53,41,88,3,0,3,54,42,97
SAL51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,0,0,0,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,14,29,0,0,0,15,17,30
SAL51064,0,88,118,205,0,0,0,48,57,110,0,0,0,48,57,110,3,8,8,385,525,912,0,0,3,392,532,925,0,15,15,52,116,167,105,115,224,157,248,397,12,25,40,1401,1677,3076,116,128,240,1522,1828,3352
SAL51065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,20,0,0,0,15,9,24
SAL51066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,7,5,15
SAL51067,0,11,12,26,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,56,44,101,0,0,0,56,47,108,0,0,0,9,0,9,12,13,20,17,13,29,5,11,10,151,150,307,11,12,25,167,174,344
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,0,59,89,151,0,0,0,30,44,75,0,0,0,30,44,75,0,5,3,276,388,660,0,0,0,279,388,664,0,0,0,24,40,65,20,17,41,49,63,110,9,0,11,950,1098,2052,27,20,41,981,1120,2105
SAL51070,0,16,11,28,0,0,0,5,10,13,0,0,0,5,10,13,0,0,8,51,55,107,0,0,0,56,60,112,0,0,0,6,7,15,52,38,92,60,44,104,6,11,13,207,203,406,55,42,95,260,252,518
SAL51071,0,7,7,14,0,0,0,0,5,5,0,0,0,0,3,3,4,0,3,18,15,35,0,0,0,23,20,36,0,0,0,0,0,0,3,0,0,7,0,5,0,6,8,59,47,106,4,0,6,65,52,118
SAL51072,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,6,10,0,0,4,5,4,14
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,34,0,0,0,23,19,34
SAL51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,19,19,27,0,4,5,16,13,35
SAL51076,0,9,6,16,0,0,0,4,6,7,0,0,0,4,6,7,0,0,0,47,35,79,0,0,0,47,33,86,0,0,0,3,5,7,34,24,62,35,30,61,0,0,8,161,139,297,31,24,55,191,168,361
SAL51077,0,0,0,4,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,9,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,23,0,0,0,14,16,25
SAL51078,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,9,0,8,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,16,18,30,3,0,7,16,18,38
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,21,0,0,0,3,12,22,0,0,0,0,0,3,8,4,16,11,4,17,0,0,6,26,26,59,8,4,16,34,38,75
SAL51082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,9,13,19,0,4,3,8,12,20
SAL51083,0,32,38,70,0,0,0,13,27,39,0,0,0,14,25,42,7,10,13,138,178,321,0,0,0,144,186,337,0,0,0,15,26,40,54,41,91,67,65,132,16,12,29,420,417,833,51,46,98,483,468,959
SAL51084,0,4,5,9,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,11,13,23,0,0,0,18,13,29,0,0,0,5,7,5,5,7,18,13,11,28,3,0,3,36,31,67,5,7,18,41,39,84
SAL51085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,4,3,6,0,0,0,3,5,4,4,5,6,4,5,8,0,0,0,13,16,29,6,6,12,21,14,37
SAL51086,0,4,7,13,0,0,0,3,6,13,0,0,0,3,6,13,0,0,0,40,44,90,0,0,0,42,43,87,0,0,0,3,4,7,0,4,6,6,9,18,0,0,0,142,122,255,7,4,11,145,120,269
SAL51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,9,0,9,0,0,0,9,3,13
SAL51088,0,18,9,31,0,0,0,12,12,25,0,0,0,12,12,22,0,3,9,68,65,132,0,0,0,66,76,141,0,0,0,8,9,9,32,28,63,40,36,74,10,8,17,166,170,339,39,30,65,211,211,423
SAL51089,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,7,7,16,3,0,3,0,0,3,0,0,0,3,0,0,3,0,3,20,22,40,0,0,3,22,22,44
