SAL_CODE_2021,Indigenous_Aboriginal_M,Indigenous_Aboriginal_F,Indigenous_Aboriginal_P,Indigenous_Torres_Strait_Is_M,Indigenous_Torres_Strait_Is_F,Indigenous_Torres_Strait_Is_P,Indig_Bth_Abor_Torr_Strt_Is_M,Indig_Bth_Abor_Torr_Strt_Is_F,Indig_Bth_Abor_Torr_Strt_Is_P,Indigenous_TotM,Indigenous_TotF,Indigenous_TotP,Non_Indig_M,Non_Indig_F,Non_Indig_P,Indigenous_status_nsM,Indigenous_status_nsF,Indigenous_status_nsP,Tot_M,Tot_F,Tot_P
SAL51659,0,0,0,0,0,0,0,0,0,0,0,0,70,66,141,10,13,23,84,79,162
SAL51660,53,54,107,0,0,0,0,0,4,53,52,112,1286,1518,2808,54,62,112,1395,1634,3025
SAL51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51662,37,33,63,0,0,0,0,0,0,37,33,63,75,25,104,115,31,139,226,89,313
SAL51663,0,0,0,0,0,0,0,0,0,0,0,0,39,20,60,11,5,14,50,28,79
SAL51664,3,6,10,0,0,0,0,0,0,3,6,10,564,526,1091,44,49,96,618,574,1195
SAL51665,0,7,6,0,0,0,0,0,0,0,7,6,156,142,299,6,13,20,166,159,324
SAL51666,33,21,51,0,0,0,0,0,0,33,21,51,1337,1470,2814,57,28,82,1429,1523,2950
SAL51667,124,156,278,14,12,25,11,11,29,150,180,329,4935,5182,10124,312,261,573,5406,5625,11022
SAL51668,0,0,0,0,0,0,0,0,0,0,0,0,11,4,21,4,0,6,16,11,30
SAL51669,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3
SAL51670,90,77,168,4,0,6,0,0,0,95,77,172,3521,3641,7159,172,133,304,3781,3851,7631
SAL51671,0,0,0,0,0,0,0,0,0,0,0,0,75,55,133,3,8,5,81,59,145
SAL51672,0,0,0,0,0,0,0,0,0,0,0,0,5,8,18,0,0,0,5,8,15
SAL51673,0,0,0,0,0,0,0,0,0,0,0,0,13,9,18,0,5,5,10,9,23
SAL51674,0,0,0,0,0,0,0,0,0,0,0,0,27,16,43,0,3,3,29,23,48
SAL51675,12,13,25,0,0,0,0,0,0,12,12,24,252,235,484,13,13,25,276,262,541
SAL51676,0,0,0,0,0,0,0,0,0,0,0,0,13,3,23,3,3,8,18,7,29
SAL51677,0,0,0,0,0,0,0,0,0,0,0,0,49,31,82,0,0,0,49,31,82
SAL51678,0,0,0,0,0,0,0,0,0,0,0,0,42,37,75,6,9,12,48,43,92
SAL51679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51680,5,0,3,0,0,0,0,0,0,5,0,3,42,33,78,6,3,9,53,42,91
SAL51681,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
SAL51682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51683,0,0,0,0,0,0,0,0,0,0,0,0,31,34,62,0,4,5,34,33,72
SAL51684,0,0,0,0,0,0,0,0,0,0,0,0,28,27,58,5,5,5,32,33,67
SAL51685,0,0,0,0,0,0,0,0,0,0,0,0,15,9,19,4,3,9,14,15,27
SAL51686,0,0,0,0,0,0,0,0,0,0,0,0,20,18,46,4,0,4,27,18,47
SAL51687,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,0,0,0,4,8,15
SAL51688,55,59,114,0,0,0,3,8,12,59,72,132,5726,6377,12107,251,215,465,6041,6667,12706
SAL51689,0,0,0,0,0,0,0,0,0,0,0,0,36,38,75,0,0,0,39,40,79
SAL51690,45,62,105,0,0,0,0,0,0,42,65,108,1023,1061,2085,110,83,198,1182,1215,2393
SAL51691,0,0,0,0,0,0,0,0,0,0,0,0,25,16,40,4,5,9,29,16,49
SAL51692,0,0,0,0,0,0,0,0,0,0,0,0,42,35,77,11,5,14,54,39,94
SAL51693,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,0,0,0,6,10,17
SAL51694,0,0,4,0,0,0,0,0,0,0,0,4,20,11,32,0,0,0,24,11,33
SAL51695,0,0,3,0,0,0,0,0,0,0,0,3,158,133,295,10,10,17,171,143,314
SAL51696,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,0,3,9,8,14
SAL51697,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,11,13,23,20,20,43
SAL51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL59494,786,677,1464,11,0,11,13,5,19,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055
SAL59797,7,3,9,0,0,0,0,0,0,7,3,9,256,32,293,193,19,218,455,58,514
