SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL50992,18,45,21,24,26,5,0,144,8,28,28,11,21,0,0,100,5,3,9,7,16,0,0,38,0,0,0,0,0,0,0,8,102,178,87,75,129,9,0,583
SAL50993,14,21,9,3,10,19,0,83,3,15,12,12,25,46,0,107,0,0,4,7,7,14,0,33,0,5,0,0,9,8,0,20,46,88,32,32,90,143,0,436
SAL50994,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,3,8,0,0,26
SAL50995,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,7
SAL50996,22,46,16,20,29,0,0,132,3,15,24,13,21,8,0,92,0,11,8,10,10,3,0,42,0,0,0,0,0,0,0,7,117,233,104,85,122,30,0,685
SAL50997,21,23,23,9,24,12,0,99,7,14,4,3,21,7,0,60,3,3,12,3,8,4,0,27,0,7,0,0,5,0,0,17,98,137,69,40,153,109,20,628
SAL50998,436,711,335,216,689,93,12,2499,271,554,345,286,674,54,9,2201,200,324,189,157,491,69,0,1429,80,76,40,32,237,42,0,503,3688,4669,1959,1560,5737,827,37,18475
SAL50999,0,0,0,0,0,3,0,3,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,14,4,4,0,9,0,38
SAL51000,224,377,163,95,166,57,7,1088,139,286,174,110,182,40,4,931,82,137,95,47,166,35,4,574,20,25,22,10,105,30,0,218,1791,2084,980,603,1533,365,29,7379
SAL51001,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,19
SAL51002,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,8
SAL51003,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51004,62,118,79,57,76,47,0,429,39,73,66,86,82,40,0,384,21,30,25,22,48,33,0,174,7,19,7,8,28,35,0,95,362,562,309,286,451,285,3,2259
SAL51005,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,12
SAL51006,0,3,5,0,0,19,0,26,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,14,12,8,20,92,0,156
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51008,122,271,91,66,63,18,6,635,80,191,101,61,87,31,0,554,49,103,59,36,81,33,0,363,16,33,20,10,52,51,0,183,1006,1255,540,360,659,193,10,4027
SAL51009,22,52,13,4,15,4,0,114,12,26,16,13,7,10,0,82,7,12,11,9,15,0,0,54,0,4,10,0,4,0,0,14,126,193,81,48,103,30,0,571
SAL51010,3,3,3,3,5,0,0,13,0,0,5,3,0,0,0,11,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,16,21,24,10,19,4,0,84
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,6,0,21
SAL51013,9,12,8,12,3,0,0,39,0,9,7,5,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,6,32,31,20,23,15,0,0,121
SAL51014,20,3,0,0,5,9,0,45,12,7,3,0,15,0,0,30,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,222,41,12,4,99,17,0,390
SAL51015,182,367,143,58,129,22,0,903,63,173,86,50,112,14,4,505,37,51,24,22,70,14,0,222,14,31,6,3,40,4,0,99,1516,2139,814,492,1013,173,17,6160
SAL51016,72,149,84,59,92,14,5,474,28,82,53,78,65,22,0,330,14,29,24,35,40,4,0,150,3,7,5,5,16,0,0,30,477,754,353,330,497,129,5,2551
SAL51017,0,0,0,0,5,0,0,6,3,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,15,3,0,37
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10
SAL51019,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,14
SAL51020,3,3,0,0,21,17,0,50,6,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13,3,121,93,0,295
SAL51021,287,492,194,90,179,33,3,1282,162,318,199,92,210,55,3,1043,54,99,71,40,181,81,4,530,30,37,18,3,149,83,0,322,2561,3033,1086,574,1910,488,22,9680
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,5,0,0,20
SAL51024,22,28,11,13,19,82,0,174,17,19,16,15,18,35,0,117,0,0,0,3,11,7,0,25,0,0,0,0,0,0,0,3,82,115,46,49,104,459,0,865
SAL51025,39,50,21,13,23,11,0,160,18,43,19,16,33,11,0,143,5,15,4,15,9,5,0,59,10,3,0,3,0,0,0,19,190,275,107,81,131,45,0,833
SAL51026,78,156,59,54,99,24,0,473,38,100,85,60,81,27,0,384,24,52,35,35,66,25,0,245,10,12,0,5,22,35,0,86,485,707,359,258,577,210,0,2583
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,202,386,170,79,138,25,3,1005,130,300,177,109,163,16,9,897,57,108,107,64,113,6,0,455,24,49,25,14,68,0,0,183,1473,1850,881,549,1180,152,32,6114
SAL51031,51,110,44,30,68,9,0,318,30,75,48,44,82,8,0,284,27,46,21,25,72,19,0,198,14,4,12,5,20,5,0,58,328,525,210,169,412,75,0,1715
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,30,50,19,12,182,178,0,477,9,8,3,0,35,29,6,86,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,350,411,104,58,1136,1213,20,3298
SAL51034,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,5,3,5,7,4,0,0,22
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4
SAL51036,58,119,57,43,81,18,0,372,40,99,44,49,85,6,0,314,20,35,18,19,50,11,0,161,11,13,6,0,23,0,0,52,518,715,276,230,599,127,0,2474
SAL51037,3,0,3,5,0,0,0,15,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,14,0,5,0,45
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,22,50,22,15,31,13,0,154,13,27,18,24,17,5,0,104,5,12,4,9,14,0,0,47,0,0,0,5,10,0,0,13,132,220,99,87,182,36,0,760
SAL51041,4,6,6,4,5,3,0,39,8,3,3,3,4,4,0,23,0,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,34,26,15,21,70,10,5,184
SAL51042,14,13,3,3,18,8,0,56,0,5,9,0,7,5,0,27,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,45,65,35,45,84,66,0,344
SAL51043,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,12
SAL51044,15,14,8,14,12,3,0,57,4,11,12,0,14,3,0,50,4,8,5,9,10,5,0,36,0,0,0,3,3,4,0,11,49,74,33,38,61,33,0,296
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,5,0,0,18
SAL51047,147,313,126,71,127,27,0,806,79,190,142,82,116,12,0,619,27,53,42,42,78,6,4,250,13,10,8,6,25,4,0,68,1103,1489,690,426,942,123,7,4780
SAL51048,6,7,5,3,6,3,0,32,0,4,6,3,3,0,0,21,5,0,3,3,9,0,0,17,0,0,0,0,0,0,0,0,17,30,18,16,30,10,0,120
SAL51049,17,9,9,4,21,17,0,80,18,24,14,10,26,17,0,105,4,0,3,3,9,0,0,24,0,0,0,0,7,0,0,3,69,55,39,22,94,92,0,376
SAL51050,7,7,5,0,10,4,0,36,0,7,8,0,4,0,0,18,0,4,0,0,5,6,0,14,0,0,0,0,0,0,0,0,50,62,28,17,59,26,0,236
SAL51051,5,4,4,4,12,4,0,36,0,3,3,0,6,5,0,21,0,5,0,0,0,4,0,8,0,0,0,0,0,0,0,0,37,40,20,25,46,17,0,192
SAL51052,3,3,4,0,4,5,0,19,0,3,0,3,0,0,0,10,0,6,0,0,0,3,0,7,0,0,0,0,0,0,0,0,11,30,13,13,11,10,0,82
SAL51053,0,3,0,0,3,0,0,13,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,15,9,8,9,0,0,37
SAL51054,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,5,8,11,0,33
SAL51055,73,164,82,59,66,8,0,456,48,108,94,81,77,17,0,423,37,49,56,35,97,11,0,290,12,21,9,8,62,13,0,136,486,740,406,340,514,95,0,2586
SAL51056,23,45,22,19,32,10,0,147,14,32,27,23,29,12,0,128,9,10,3,13,15,0,0,49,0,3,3,3,6,0,0,14,149,249,117,131,228,50,0,933
SAL51057,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,0,18
SAL51058,3,8,4,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7,6,5,0,0,45
SAL51059,3,8,0,3,4,6,0,27,0,0,0,0,0,3,0,8,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,14,31,12,17,31,13,4,112
SAL51060,3,9,4,0,9,0,0,20,5,4,3,7,10,0,0,27,5,3,3,0,5,0,0,16,0,0,0,0,4,0,0,4,32,40,23,16,46,12,0,169
SAL51061,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,10,0,4,7,0,0,24
SAL51062,0,0,0,5,3,3,0,11,0,0,0,6,4,0,0,15,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,13,15,11,15,16,5,0,76
SAL51063,6,10,0,3,3,0,0,16,5,10,3,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,12,4,12,6,0,71
SAL51064,44,94,50,35,85,104,0,412,49,109,77,49,101,152,0,535,41,92,63,33,115,185,0,513,29,35,28,13,94,199,0,397,637,688,325,215,854,1081,15,3814
SAL51065,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,4,0,0,0,20
SAL51066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14
SAL51067,14,27,11,9,0,4,0,63,7,24,12,7,12,4,0,63,4,5,0,7,0,3,0,21,0,0,0,0,0,0,0,0,57,112,29,27,44,24,0,295
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,29,64,30,13,30,0,0,174,14,40,29,20,53,6,0,151,20,34,13,12,91,13,0,181,20,24,7,0,137,14,0,199,351,473,193,126,483,56,5,1677
SAL51070,11,22,14,9,16,6,0,76,3,14,11,15,19,13,0,79,4,12,0,11,10,12,0,43,0,5,0,0,4,0,0,3,67,105,57,44,64,80,0,419
SAL51071,4,9,0,6,3,0,0,28,0,0,4,0,4,0,0,13,0,0,0,4,6,0,0,8,0,0,0,0,0,0,0,0,20,28,12,11,17,0,0,96
SAL51072,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,9,0,0,3,4,0,10
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL51074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,3,3,0,0,27
SAL51075,5,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,3,5,5,0,30
SAL51076,13,11,6,9,15,8,0,55,0,8,6,3,8,0,0,29,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,53,66,28,34,58,37,0,273
SAL51077,0,0,4,0,0,0,0,3,0,0,0,0,0,6,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,3,3,3,11,6,0,25
SAL51078,5,0,0,0,0,4,0,12,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,4,3,0,7,0,31
SAL51079,0,7,0,0,7,0,0,14,3,6,0,5,6,0,0,18,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,11,12,6,9,15,0,0,49
SAL51080,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SAL51081,4,3,0,0,0,0,0,14,0,0,0,0,6,0,0,14,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,8,14,9,5,10,10,0,61
SAL51082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,0,5,3,0,22
SAL51083,22,50,43,28,25,19,0,183,27,48,34,42,33,21,0,202,9,20,10,21,20,15,0,102,0,5,0,6,10,3,0,24,132,214,133,119,142,96,0,833
SAL51084,0,6,0,0,3,0,0,14,5,0,6,0,5,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,11,12,16,22,0,74
SAL51085,12,28,10,0,13,7,0,64,12,35,5,10,23,4,0,81,5,9,0,0,4,6,0,27,0,0,0,0,0,0,0,0,37,82,18,14,59,29,6,249
SAL51086,6,13,12,4,4,4,0,48,5,8,0,6,9,6,0,33,0,0,9,5,0,0,0,13,0,0,0,0,0,0,0,6,40,54,27,33,29,13,0,198
SAL51087,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11
SAL51088,12,20,13,9,6,9,0,61,6,13,11,3,18,7,0,52,5,6,4,4,15,5,0,44,5,0,0,0,13,14,0,33,50,94,31,32,85,68,0,356
SAL51089,0,3,0,0,0,0,0,12,3,6,4,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,7,6,9,0,0,45
SAL51090,3,0,3,3,3,0,0,14,0,3,0,0,0,0,0,9,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,22,3,8,13,14,0,67
SAL51091,3,0,6,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,3,0,0,20
SAL51092,10,32,17,13,13,13,0,88,14,29,9,14,11,3,0,80,0,10,4,9,3,0,0,24,0,0,3,0,0,0,0,8,75,123,51,52,66,41,0,407
SAL51093,78,166,84,44,95,42,0,501,75,104,51,57,100,47,0,435,26,42,52,32,80,43,0,268,18,17,11,4,47,51,0,154,660,843,364,253,726,406,8,3262
SAL51094,3,3,5,6,0,0,0,16,4,8,7,0,0,0,0,9,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,17,28,20,7,10,0,0,82
SAL51095,12,12,3,8,6,14,0,51,3,5,7,6,5,10,0,31,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,43,15,22,29,42,0,190
SAL51096,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,11,6,0,25
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,242,508,225,102,154,93,9,1333,173,388,275,130,196,107,0,1272,87,203,139,89,225,136,0,884,42,61,44,24,201,68,0,443,2112,2771,1325,811,1750,761,24,9550
SAL51099,5,0,3,0,0,0,0,13,3,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,13,11,0,3,0,59
SAL51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,14
SAL51101,0,3,0,0,0,0,0,7,0,0,9,0,0,0,0,12,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,16,25,9,11,11,16,0,87
SAL51102,0,11,4,0,6,0,0,28,4,12,4,3,14,0,0,40,0,0,3,5,13,6,0,33,0,0,0,0,0,0,0,0,56,57,31,19,74,22,16,269
SAL51103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL51104,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,6,4,6,3,0,56
SAL51105,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51106,0,6,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,9,0,0,19
SAL51107,3,7,0,0,3,10,0,25,0,8,3,0,0,15,0,21,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,5,20,7,0,15,29,0,80
SAL51108,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,15
SAL51109,5,7,6,0,7,7,0,31,4,4,0,3,7,4,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,41,12,14,22,19,0,131
SAL51110,4,4,9,5,7,0,0,22,0,0,6,8,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,18,17,16,19,3,0,87
SAL51111,218,263,64,45,592,579,14,1773,42,53,24,12,133,110,4,364,3,3,5,0,19,7,0,43,0,0,0,0,3,0,0,6,1667,2013,537,401,3582,3896,81,12179
SAL51112,0,0,6,0,4,8,0,17,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,0,18,46,4,82
SAL51113,64,111,30,15,63,56,0,344,20,30,26,9,37,28,8,147,8,0,3,6,25,7,0,46,0,0,0,0,0,0,0,3,679,998,361,302,602,511,10,3468
SAL51114,5,9,7,6,11,0,0,36,5,6,3,7,15,0,0,33,3,0,3,6,7,0,0,26,0,0,3,4,0,0,0,11,33,34,36,28,65,16,0,215
SAL51115,0,0,0,0,0,0,0,10,0,0,3,4,0,0,0,9,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,13,5,12,10,11,0,0,48
SAL51116,6,4,3,0,13,0,0,26,3,21,0,0,17,5,0,52,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,18,63,16,10,39,13,0,155
SAL51117,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,15
SAL51118,0,3,3,4,4,0,0,13,3,3,4,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,4,4,14,0,0,64
SAL51119,0,3,0,5,3,0,0,14,0,7,3,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,11,15,9,8,0,66
SAL51120,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,6,5,0,3,0,0,34
SAL51121,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12
SAL51122,194,301,114,82,355,72,10,1126,124,181,106,72,285,59,3,819,48,85,36,54,164,30,0,421,38,35,18,17,73,21,0,198,2165,2507,833,699,3394,738,24,10359
SAL51123,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,5,4,0,36
SAL51124,197,338,166,104,234,20,0,1068,132,270,182,164,335,25,0,1106,69,131,87,81,208,24,3,604,25,31,16,21,109,9,0,210,1373,1763,820,618,1874,182,7,6638
SAL51125,3,7,5,0,3,0,0,23,4,4,0,0,0,0,0,17,0,3,3,0,6,3,0,10,0,0,0,0,0,0,0,0,16,27,15,13,12,4,0,84
SAL51126,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,17
SAL51127,20,21,14,4,45,16,0,120,10,20,14,13,34,12,0,102,12,4,8,4,6,3,0,43,0,0,0,0,5,0,0,10,76,110,53,45,147,84,0,525
SAL51128,6,4,0,0,0,3,0,17,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,6,17,0,43
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,93,197,73,28,78,11,0,473,66,133,85,48,113,12,0,458,30,61,32,34,73,18,0,246,5,8,7,4,33,5,0,69,719,928,395,224,599,114,7,2985
SAL51131,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10
SAL51132,20,33,7,5,9,0,0,72,3,13,0,11,3,0,0,41,0,5,0,4,6,0,0,14,0,0,0,0,3,0,0,5,52,93,27,38,37,14,0,263
SAL51133,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,13
SAL51134,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,15
SAL51135,171,217,84,42,100,14,0,623,67,146,70,36,112,10,0,438,17,32,15,9,79,4,0,162,6,3,0,4,70,3,0,91,804,971,334,209,755,98,3,3167
SAL51136,12,32,27,16,17,12,0,109,6,11,15,16,15,5,0,73,0,4,3,0,10,3,0,31,0,0,0,3,0,0,0,7,104,165,86,92,118,58,3,626
SAL51137,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL51138,164,249,66,32,74,19,0,601,82,177,96,47,88,19,6,512,40,88,50,34,77,9,0,300,9,6,0,5,87,4,0,111,849,1104,367,224,600,141,15,3299
SAL51139,7,11,9,5,18,13,0,64,0,3,0,3,6,0,0,19,0,0,0,6,4,0,0,6,0,0,0,0,0,0,0,0,43,44,24,21,61,38,5,227
SAL51140,4,5,0,0,0,3,0,19,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,22,5,5,9,11,0,58
SAL51141,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,5,5,0,0,22
SAL51142,0,0,0,0,0,12,0,15,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,5,8,5,45,0,81
SAL51143,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,0,19
SAL51144,33,91,39,21,29,6,0,206,17,31,25,28,22,3,0,132,9,17,10,10,11,4,0,57,0,0,0,0,8,4,0,13,244,338,153,110,200,21,0,1073
