SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL50555,4,10,0,0,0,0,0,0,0,11,0,11,0,3,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25
SAL50556,299,616,0,0,18,80,0,5,192,682,212,758,0,6,28,88,6,19,35,107,243,869,0,3,0,13,0,4,40,93,45,120,5,14,3,12,18,41,29,67,74,183,22,53,642,1718
SAL50557,112,224,0,5,10,39,6,24,75,283,94,356,0,9,11,36,17,47,31,92,124,446,0,0,4,10,3,15,19,66,28,88,0,4,5,9,12,30,20,46,47,135,3,8,289,814
SAL50558,13,21,0,3,0,0,0,8,6,24,8,33,0,5,0,0,0,12,5,14,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,78
SAL50559,13,26,0,0,3,19,0,0,7,26,8,43,0,0,0,3,0,0,0,3,10,44,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,6,3,6,3,6,0,0,31,81
SAL50560,9,12,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26
SAL50561,205,403,4,19,16,82,8,38,43,157,66,302,18,76,12,52,55,176,88,305,148,604,0,3,0,0,4,7,11,28,18,39,5,4,0,3,10,24,12,34,27,65,3,8,392,1086
SAL50562,45,79,5,17,4,24,3,8,38,141,49,192,0,15,11,28,5,11,17,54,69,242,0,0,0,3,0,3,5,14,12,27,0,0,0,0,5,12,9,9,17,39,0,0,128,359
SAL50563,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SAL50564,60,121,3,20,3,28,3,11,43,167,52,229,0,0,0,9,10,27,14,34,65,265,0,0,0,4,0,0,4,11,5,19,0,0,0,0,8,17,8,17,11,28,0,5,142,422
SAL50565,4,8,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19
SAL50566,431,848,25,111,69,324,33,132,420,1630,546,2196,41,157,43,133,95,318,175,611,723,2807,8,29,35,98,20,55,174,469,234,655,17,59,25,65,82,171,130,291,356,952,21,41,1539,4643
SAL50567,63,127,0,0,0,0,0,9,9,25,10,32,0,7,0,0,3,6,6,16,11,47,0,0,0,3,0,0,3,6,3,10,0,0,0,0,0,6,0,6,3,12,0,0,81,181
SAL50568,0,5,0,0,0,0,0,0,3,5,3,4,0,0,0,0,0,4,4,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,17
SAL50569,66,123,0,0,4,18,0,9,24,90,30,116,0,0,0,4,4,21,5,27,38,139,0,0,0,5,0,0,11,29,8,31,0,0,0,0,7,16,8,16,15,43,7,3,121,317
SAL50570,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
SAL50571,499,983,5,13,52,239,5,28,215,845,275,1118,26,112,51,155,98,310,171,575,448,1693,0,5,4,5,0,11,28,60,28,76,5,11,5,17,36,74,47,94,72,176,4,10,1022,2861
SAL50572,3,12,0,0,0,0,0,0,3,10,3,10,0,4,0,0,0,0,0,4,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,1747,3463,48,311,223,1105,79,394,1252,4929,1607,6739,100,434,113,366,419,1346,630,2147,2237,8884,15,78,81,288,44,168,497,1421,641,1948,39,141,65,150,416,912,520,1204,1166,3150,101,211,5248,15707
SAL50575,22,49,0,0,5,24,0,0,15,51,19,75,3,11,0,5,0,14,5,27,30,99,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,5,3,6,9,11,0,5,59,157
SAL50576,3,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SAL50577,17,35,0,0,0,10,0,3,12,31,12,42,0,0,0,3,0,0,4,9,13,50,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,3,3,0,0,35,88
SAL50578,17,35,0,0,0,14,0,0,3,14,9,36,0,0,6,12,0,7,6,27,14,52,0,0,0,0,0,5,0,11,7,17,0,0,0,0,0,4,0,4,6,15,0,0,44,109
SAL50579,74,140,0,0,0,4,0,3,6,23,6,30,0,5,0,0,0,3,3,7,14,34,0,0,0,0,0,6,0,6,3,8,0,0,0,4,6,7,3,14,7,20,0,0,95,200
SAL50580,9,15,0,0,0,8,0,3,7,25,10,31,0,0,0,3,0,0,0,3,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47
SAL50581,5,14,0,0,0,0,0,6,4,24,3,23,0,6,0,0,3,3,3,10,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,51
SAL50582,44,94,0,0,3,27,0,6,20,69,22,102,0,3,0,4,6,13,9,21,26,118,0,0,0,0,0,0,3,10,3,17,0,0,0,3,5,15,5,16,11,26,0,4,93,241
SAL50583,1186,2338,19,115,72,341,35,152,421,1635,553,2242,35,131,61,194,205,624,300,948,857,3188,8,26,39,149,30,108,262,729,337,1017,21,68,29,66,199,430,252,564,585,1582,48,102,2676,7203
SAL50584,3,13,0,0,0,4,0,0,4,12,5,15,0,3,0,0,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34
SAL50585,335,680,6,28,28,130,10,47,136,540,179,747,10,49,23,68,72,214,104,334,287,1082,4,16,8,15,5,22,51,134,67,179,0,0,8,20,34,68,41,89,108,270,13,23,740,2052
SAL50586,53,95,0,0,9,26,0,3,19,75,24,107,0,5,6,20,6,22,12,45,41,147,0,0,0,0,0,0,9,16,7,12,0,0,0,0,5,5,5,5,10,22,0,0,97,266
SAL50587,1092,2168,18,113,116,520,26,95,740,2823,905,3562,80,344,99,342,203,631,384,1320,1283,4881,5,10,36,117,12,40,148,389,200,558,19,60,41,95,158,353,225,503,419,1058,30,65,2834,8174
SAL50588,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
SAL50589,14,24,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50591,3,11,0,0,0,0,0,3,14,55,17,64,0,0,0,0,0,0,0,0,17,64,0,0,3,7,4,12,0,15,8,39,0,0,0,0,9,19,9,19,13,56,4,10,38,136
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,24,49,0,0,0,0,0,0,5,15,5,15,0,0,0,0,0,3,0,3,3,18,0,8,0,0,0,0,5,12,8,22,0,0,0,0,0,3,0,3,3,22,0,5,38,87
SAL50594,193,370,0,11,18,91,0,10,115,419,137,528,18,61,19,73,27,86,62,215,204,746,0,6,3,10,0,6,23,59,30,76,0,9,14,35,17,45,33,83,66,163,8,17,469,1298
SAL50595,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50596,4,8,0,0,0,4,0,0,4,10,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23
SAL50597,0,5,0,0,0,0,0,0,4,20,5,30,0,0,0,4,0,3,4,4,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,14,36
SAL50598,12,23,0,0,0,11,0,0,9,14,11,27,0,0,0,0,0,3,0,3,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,23,60
SAL50599,512,1002,3,16,91,385,5,29,478,1861,580,2284,47,180,98,335,93,311,236,820,811,3109,0,0,11,36,0,3,40,108,52,149,10,25,12,29,39,83,58,133,114,285,10,16,1452,4415
SAL50600,9,12,0,0,0,0,0,0,8,19,8,19,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,16,41
SAL50601,3,6,0,0,0,0,0,0,0,10,3,12,4,5,0,0,0,3,5,15,9,29,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,4,16,41
SAL50602,71,161,8,42,6,18,5,48,69,274,90,386,0,0,5,3,11,32,13,39,99,419,9,55,9,42,12,72,77,240,111,405,5,9,4,9,35,87,39,105,147,509,17,52,340,1141
SAL50603,1845,3591,29,139,176,787,65,271,803,3054,1074,4244,88,343,172,538,301,904,558,1791,1633,6036,10,54,53,207,31,123,267,718,365,1103,21,65,61,136,196,428,280,626,641,1732,28,60,4153,11414
SAL50604,31,67,0,0,3,19,0,4,15,59,18,76,0,8,0,6,4,22,11,44,34,118,0,0,0,3,0,6,0,4,3,13,0,0,0,6,5,6,8,14,8,20,0,4,78,208
SAL50605,15,20,0,0,0,3,0,0,0,4,0,14,0,0,0,0,0,3,0,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34
SAL50606,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50607,616,1224,10,55,63,280,12,57,408,1523,491,1920,24,87,52,169,118,382,191,639,679,2555,4,11,11,50,8,26,78,208,104,297,3,14,25,51,100,211,129,280,237,577,18,31,1548,4383
SAL50608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50609,1148,2249,10,52,68,295,24,95,610,2226,709,2670,37,144,77,244,169,544,285,934,995,3603,9,38,52,162,34,119,263,628,357,953,31,102,74,153,267,561,376,822,727,1772,66,135,2940,7758
SAL50610,592,1162,10,43,73,322,17,71,818,3102,921,3540,27,131,52,178,83,265,169,571,1091,4112,4,26,21,56,7,37,155,376,184,491,13,48,22,42,58,128,89,212,281,709,22,46,1978,6020
SAL50611,236,467,5,14,19,96,11,39,237,904,268,1055,13,47,11,40,36,112,63,204,333,1257,0,3,6,14,8,19,49,125,57,158,0,0,5,9,24,48,21,53,84,210,5,5,654,1949
SAL50612,18,36,0,0,0,10,0,0,5,16,9,24,0,0,5,5,0,5,0,11,7,37,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,5,4,4,4,0,0,28,80
SAL50613,764,1513,30,143,222,990,43,185,1446,5491,1735,6808,49,205,135,465,166,519,353,1191,2094,8003,3,15,30,99,11,37,169,445,213,592,18,59,34,92,90,216,149,366,362,964,34,79,3254,10552
SAL50614,3,10,0,0,0,11,0,0,3,15,5,24,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36
SAL50615,397,784,10,39,33,148,12,56,214,816,269,1064,17,70,17,67,76,241,114,373,382,1440,0,9,4,20,4,23,59,144,71,195,9,15,4,4,62,126,69,150,137,345,18,38,938,2609
SAL50616,0,5,0,8,6,4,0,0,0,0,3,17,0,0,0,0,4,5,3,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,80,151,0,0,6,37,0,0,28,116,40,151,0,0,6,12,10,25,13,37,50,190,0,0,0,0,0,0,3,9,3,9,0,0,0,6,7,17,6,20,10,26,0,0,140,366
SAL50619,189,381,7,41,33,156,11,55,265,1005,318,1259,17,66,17,65,34,110,68,239,388,1501,0,5,8,32,5,15,40,109,56,167,4,13,7,19,15,32,28,62,82,232,12,26,667,2133
SAL50620,125,253,0,5,9,30,0,8,45,163,54,198,9,30,5,11,24,77,39,124,90,321,0,0,4,14,0,3,16,44,22,55,0,6,0,10,14,35,19,45,35,101,9,12,257,682
SAL50621,20,27,0,0,0,3,0,0,9,19,6,21,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,5,8,0,0,25,60
SAL50622,718,1417,6,44,61,273,23,104,546,2012,640,2430,32,117,45,139,119,387,191,640,830,3067,4,27,20,83,18,52,136,342,179,504,11,48,37,87,144,308,196,440,376,947,25,49,1945,5479
SAL50623,505,1005,11,62,44,174,10,41,304,1140,362,1428,34,135,43,136,119,374,191,647,554,2072,0,6,12,27,4,5,42,114,58,150,5,21,17,42,47,100,67,164,127,315,10,24,1192,3418
SAL50624,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,3,0,0,5,9
SAL50625,247,500,15,69,34,159,19,79,136,498,196,799,28,112,32,113,87,277,147,508,340,1305,0,11,13,43,0,13,36,108,55,171,4,8,8,12,30,77,43,100,93,270,4,12,692,2090
SAL50626,20,48,0,5,0,4,0,12,4,26,8,46,0,3,3,7,4,12,8,23,18,66,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,3,11,0,0,38,123
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,191,383,3,24,16,73,3,22,91,353,115,479,16,55,7,25,53,172,78,255,189,735,0,0,7,12,5,17,13,37,21,60,4,14,3,12,34,70,38,92,60,151,4,13,452,1284
SAL50629,71,135,4,8,7,19,3,7,18,69,24,105,4,8,8,24,16,52,26,77,55,185,0,0,3,8,0,8,4,18,7,29,0,0,0,0,3,9,3,9,15,38,5,8,139,362
SAL50630,10,30,0,0,0,3,0,11,8,34,12,48,4,10,0,5,0,0,4,12,14,58,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,32,91
SAL50631,11,23,0,0,3,10,0,0,13,61,11,68,0,0,0,0,0,7,6,14,21,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,107
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50633,1263,2493,27,144,121,549,47,191,765,2889,962,3782,62,277,96,322,284,897,445,1494,1399,5275,9,32,49,175,32,102,265,710,347,1019,27,85,46,108,235,514,313,710,660,1730,59,134,3385,9634
SAL50634,32,74,0,0,0,8,0,0,18,68,19,76,3,8,0,8,5,14,5,23,26,100,0,5,0,0,0,0,5,9,0,9,0,0,0,0,0,10,3,9,7,19,0,4,71,190
SAL50635,333,642,0,6,4,29,0,11,94,320,100,360,0,7,17,56,14,49,35,109,130,468,0,0,3,7,4,8,29,68,31,76,0,3,14,21,14,29,26,57,59,135,12,24,539,1267
SAL50636,378,736,22,134,47,215,18,78,419,1554,501,1981,10,55,22,73,47,157,83,287,589,2266,5,14,11,26,14,38,107,272,126,350,8,13,7,17,42,93,55,123,182,471,16,33,1157,3509
SAL50637,19,41,0,0,0,3,0,0,11,28,8,32,0,8,0,0,4,5,3,11,15,43,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,31,89
SAL50638,1345,2650,23,123,197,885,25,109,739,2885,983,4005,116,459,206,734,314,994,639,2189,1621,6193,0,4,39,122,9,16,113,275,151,408,22,70,57,126,119,265,199,464,357,872,25,51,3341,9771
SAL50639,202,397,6,34,22,103,8,33,75,292,111,461,4,30,14,47,42,137,66,216,178,680,3,21,7,26,5,27,42,123,64,202,10,19,10,22,50,101,63,137,130,341,8,15,510,1427
SAL50640,7,17,0,0,0,3,0,0,4,22,5,23,0,0,0,0,0,3,0,3,10,28,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,13,41
SAL50641,373,732,7,33,27,126,10,41,318,1186,362,1383,15,53,38,125,46,136,98,315,455,1694,3,20,25,75,10,30,77,170,106,297,11,34,24,59,97,200,134,288,242,585,16,30,1082,3045
SAL50642,5,9,0,6,0,0,0,0,8,20,7,25,0,0,0,5,0,0,0,5,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41
SAL50643,9,21,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,9,4,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38
SAL50644,13,24,0,4,0,0,0,0,6,19,7,25,0,0,0,5,0,0,6,10,7,26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,6,0,6,0,0,24,59
SAL50645,613,1207,17,96,99,449,30,110,620,2351,765,3011,64,263,85,288,148,476,292,1029,1058,4039,12,41,35,99,7,28,117,288,168,458,15,50,19,44,89,186,116,281,288,739,29,63,1990,6047
SAL50646,25,52,0,0,4,19,0,0,5,23,9,34,0,3,0,0,0,0,0,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,4,9,0,3,43,105
SAL50647,9,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,9,0,9,3,6,0,0,8,24
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50650,3,10,0,0,0,0,0,0,3,17,7,24,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,8,29
SAL50651,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50652,7,12,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,6,6,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30
SAL50653,37,75,4,9,3,22,0,0,18,73,27,109,3,13,5,19,9,33,19,63,42,168,0,0,0,0,0,0,5,9,5,9,0,0,0,0,3,12,3,12,10,17,0,0,90,269
SAL50654,159,304,0,6,6,25,0,4,73,273,79,315,3,7,6,9,7,15,11,39,87,348,0,0,0,4,6,13,17,36,18,53,0,0,0,0,15,30,20,29,35,81,5,6,283,734
SAL50655,34,65,0,0,0,5,0,0,9,41,7,42,0,0,0,0,0,7,0,7,12,49,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,43,117
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,94,184,0,7,8,32,3,18,38,142,47,190,3,27,20,63,30,90,49,177,97,364,0,0,0,0,0,0,3,14,3,14,3,6,0,4,6,14,10,19,14,32,0,0,209,584
SAL50658,26,42,0,0,3,13,0,0,3,14,5,25,0,0,0,3,3,6,3,15,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,34,80
SAL50659,0,0,0,0,0,0,0,3,4,17,6,21,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21
SAL50660,4,5,0,0,0,5,0,0,0,5,4,7,0,0,0,0,0,6,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16
SAL50661,748,1501,24,134,122,586,48,215,656,2571,851,3505,62,283,81,257,238,779,380,1326,1231,4827,4,35,28,101,27,104,195,542,261,781,21,65,30,69,158,377,213,514,472,1298,30,71,2484,7695
SAL50662,36,77,0,0,5,7,0,6,18,93,27,101,3,7,3,4,4,19,8,25,35,125,0,0,0,0,0,0,7,11,7,11,0,0,0,0,6,8,3,10,12,21,4,4,89,232
SAL50663,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,6,5,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50664,651,1286,20,105,120,534,19,82,326,1282,489,2003,85,365,152,500,214,693,455,1563,949,3566,3,13,8,37,7,14,33,79,51,148,11,28,23,58,41,98,75,179,123,327,4,11,1722,5188
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50666,5,3,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,5,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
SAL50667,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
SAL50668,623,1229,4,31,65,276,8,27,411,1518,487,1854,43,179,74,255,86,263,203,701,696,2546,0,7,8,23,3,9,64,153,77,198,10,31,28,57,79,156,113,239,191,436,27,57,1532,4273
SAL50669,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13
SAL50670,1147,2228,0,3,40,155,3,20,615,2151,656,2338,24,96,63,202,95,287,181,590,840,2930,0,0,29,84,18,58,178,407,218,547,22,59,62,132,145,312,224,504,448,1049,53,112,2486,6320
SAL50671,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50672,13,30,0,0,3,14,0,8,5,17,5,33,0,0,0,0,5,11,5,11,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,0,0,26,76
SAL50673,10,30,0,0,0,0,0,0,7,22,7,22,0,0,0,4,3,13,5,17,12,40,0,0,4,10,3,15,5,15,10,34,0,0,0,0,4,12,4,12,9,47,0,0,35,117
SAL50674,6,24,0,0,0,13,0,0,0,5,3,12,0,6,0,0,0,3,0,9,4,21,0,0,0,0,0,5,6,8,0,10,0,0,0,0,0,0,0,0,0,10,0,0,17,50
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,6,16,0,3,0,3,0,0,3,14,3,22,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,3,5,5,12,0,0,15,44
SAL50677,10,17,0,6,0,0,0,0,0,8,4,13,0,0,0,5,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,38
SAL50678,0,6,0,0,0,5,0,6,9,31,12,43,0,0,0,0,0,0,0,0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46
SAL50679,31,57,0,0,0,0,0,0,8,29,8,29,0,0,0,0,6,10,6,10,14,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,9,0,0,45,98
SAL50680,0,0,0,0,0,4,0,0,3,5,3,11,0,4,0,0,0,12,4,14,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,6,3,6,0,0,10,29
SAL50681,42,81,0,5,3,29,0,7,13,50,24,90,0,14,4,7,10,35,11,53,32,141,0,0,0,0,0,0,0,5,3,5,0,0,0,0,6,18,5,12,12,22,0,0,87,249
SAL50682,302,601,11,39,39,167,6,34,148,553,205,798,25,114,43,143,106,345,176,602,375,1400,0,0,12,27,6,13,14,41,30,79,4,15,4,16,37,84,46,112,76,193,11,18,763,2203
SAL50683,381,748,7,56,51,217,17,86,254,938,331,1298,39,168,40,147,129,404,207,720,536,2021,0,3,4,16,13,36,52,148,67,202,18,48,19,34,62,136,87,222,157,419,4,17,1081,3205
SAL50684,15,36,0,3,3,7,0,0,7,42,10,58,0,0,0,0,9,23,9,23,17,75,0,0,0,6,0,0,0,11,3,13,0,0,0,0,0,0,0,0,3,13,0,0,46,125
SAL50685,9,11,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,5,8,4,14,0,0,0,0,0,3,0,3,4,15,0,0,7,31
